id,title,subtitle,intro,poster,pubdate,url,rating,star,comment,tags,star_time
3469023109,自在独行,贾平凹 / 2016 / 长江文艺出版社,"平凹先生素来喜静，最怕有人来敲他的房门。让他觉得自在的，要么就是行走于西北的大地，要么就是隐居在自己的书房。
先生其实也喜欢热闹，只是先生的热闹并不是灯火灿烂，而是内心的安宁与独行的自在。
这本书写情感、聊爱好、谈社会、说人生。有俗世的智慧，也有生活的趣味。
对于匆匆的路人，平凹先生这部文集只是用来附庸风雅的玩物。但这本书却要写给生命的行者。愿他们能懂得孤独的真义，在生活里多一些从容潇洒。",https://img9.doubanio.com/view/subject/l/public/s28753126.jpg,2016-7-1,https://book.douban.com/subject/26802388/,7.2,3,前面读起来特别有感觉，越读到后面，感觉收录的内容越杂，甚至发现了中学课文……😂,,2022-09-25 21:44:14
3213312224,置身事内,兰小欢 / 2021 / 上海人民出版社,"“在成功的经济体中，经济政策一定是务实的，不是意识形态化的。是具体的，不是抽象的。”
直面真问题、深究真逻辑的复旦大学经济学“毕业课”
☆ 连接抽象经济学理论与中国发展实际
在市场机制不完善的情况下，如何实现可行的动员与资源调配，推动经济增长？
在确保增长的过程中，如 何获得更多资源和时间去建设和完善市场经济？
☆ 结合学界前沿研究与一线调研经历
扼要论述+延伸阅读指引，满足弹性认知需求
生动解说光伏、面板等行业案例，清晰复盘宽窄巷子、华夏幸福等建设经验
☆ 微观机制+宏观现象 双重维度串联中国经济生活中中知识与现象的碎片
理解地方政府经济治理的决策与行动逻辑
解读城市化、房价、贫富差距、债务、国内外贸易生态等现象背后各种要素的联动
☆ 从热闹的政经新闻中看出门道，从枯燥的政府文件中觉察到机会。
“了解政府认为应该怎么办，比了解‘我’认为应该怎么办，重要得多。”
------------------------------------------------------------------------------------------------------
本书是是兰小欢多年教学、调研与研究内容的凝练，将经济学原理与中国经济发展的实践有机融合，以地方政府投融资为主线，深入浅出地论述了中国经济的发展，笔触简练客观，并广泛采纳了各领域学者的最新研究成果。全书分上下两篇。上篇解释微观机制，包括地方政府的基本事务、收支、土地融资和开发、投资和债务等；下篇解释这些微观行为与宏观现象的联系，包括城市化和工业化、房价、地区差异、债务风险、国内经济结构失衡、国际贸易冲突等。最后一章提炼和总结全书内容。

通过对中国政治经济体系的论述，作者简明地刻画了地方政府进行经济治理的基本方式，并指出，中国政府通过深度介入工业化和城市化的进程，在发展经济的同时逐步推动了市场机制的建立和完善，以一种有别于所谓发达国家经验的方式实现了经济奇迹。基于对改革历程与社会矛盾的回顾与分析，作者也在书中对当前推进的市场化改革与政府转型进行了解读，帮助读者增进对中国发展现实的把握。",https://img9.doubanio.com/view/subject/l/public/s33956867.jpg,2021-8,https://book.douban.com/subject/35546622/,9.1,4,,,2022-08-21 09:39:31
3439150078,一个人的朝圣2,蕾秋·乔伊斯 / 2020 / 北京联合出版公司,"在《一个人的朝圣》里，65岁的哈罗德，87天行走627英里，只为了一个信念：只要他在走，奎妮就会活下来。
这是故事的另一面，这是奎妮，这里有一个埋藏了20年的秘密，有生命中无数的微小瞬间，有温暖的大手，坐在车里的对话，海上的花园。如何处理痛苦，如何爱，如何休息和放松，如何相处，“因为同一样东西发笑也可以是另一种在一起的方式”。当哈罗德开始旅程的同时，奎妮的旅程也开始了。他们因此各自变得完整。
★触动万千读者的欧洲首席畅销书、布克文学奖入围作品《一个人的朝圣》相伴之作。全系列简体中文销量超过300万册！
我写的不是《一个人的朝圣》的续集，也不是一部前传。我写的这一本书，它和哈罗德•弗莱比肩而坐。我会把这本书称为，一个伴儿。
——本书作者 蕾秋•乔伊斯
★被译为42种语言，发行超90个版本，全球销量超过800万册！
当哈罗德开始旅程的同时，奎妮的旅程也开始了
哈罗德被千万的人爱着，奎妮也一样
★2020勇气新版，特别收录蕾秋•乔伊斯写给中国读者的一封信和
35幅原汁原味英版木刻插图、青年作家、畅销书作者袁田担纲翻译，译文质量上乘，有美感。插画师贺婉娟特别绘制封面，隽永优雅。
★献给每一次对生命微小瞬间的朴素歌唱 对自我的照见 对爱的唤回，这一年，我们都需要她安静而笃定的陪伴。",https://img9.doubanio.com/view/subject/l/public/s33736342.jpg,2020-10,https://book.douban.com/subject/26584387/,7.1,4,,,2022-07-30 00:47:31
3322570430,人生海海,麦家 / 2019 / 北京十月文艺出版社,"★豆瓣2019年度书单·中国文学（小说类） 第一名
·
“他是全村最出奇古怪的人，古怪的名目要扳着指头一个一个数：
第一，他当过国民党军队的上校，是革命群众要斗争的对象。但大家一边斗争他，一边又巴结讨好他，家里出什么事都去找他拿主意。
第二，都说他是太监，可我们小孩子经常偷看他那个地方，好像还是满当当的，有模有样的。
第三， 他向来不出工，不干农活，天天空在家里看报纸，嗑瓜子，可日子过得比谁家都舒坦。还像养孩子一样养着一对猫，宝贝得不得了，简直神经病！”
·
《人生海海》讲述了一个人在时代中穿行缠斗的一生，离奇的故事里藏着让人叹息的人生况味,既有日常滋生的残酷，也有时间带来的仁慈。
=========
人生如海，总有阴冷暴虐的水域，也有轻柔温暖的洋流。
·
“生活摧残了他，但也让他穿越了生死恐惧和世态炎凉， 变得大彻大悟， 笑傲江湖。 ”
他知道怎样在风光处耀目，也知道怎么在卑贱中自处。
·
★麦家强力超越之作·在一个最不可描述之处解密人性的荒唐与高尚
★小说的迷人之 处就在于它能把不存在的人物写得仿佛是我们的朋友，麦家的《人生海海》就是这么迷人。——莫言
★麦家的身上永远有一种旁观者的气质，一旦他开了口，他的语言是那么的精准。他的细节是那么的触动，他的思想是那么的深刻。如果用一句诗来形容我读完《人生海海》的感受，那就是“回首向来萧瑟处，也无风雨也无晴”。——董卿
★我想写的是在绝望中诞生的幸运，在艰苦中卓绝的道德。我要另立山头，回到童年，回去故乡，去破译人心和人性的密码。——麦家
★《人生海海》是麦家老师跨越了自己的第一座高峰，向内心深处的文学攀登下一座高峰的大作。——高晓松
=========
★“人生海海，敢死不叫勇气，活着才需要勇气。你要替我记住这句话，我要不遇到它，死几回都不够。”
★人生海海，潮落之后是潮起。
你说那是消磨、笑柄、罪过，但那就是我的英雄主义。",https://img9.doubanio.com/view/subject/l/public/s32266692.jpg,2019-4,https://book.douban.com/subject/30475767/,8,4,,,2022-04-20 08:44:13
3302829542,一个人的世界在书架上,(英) 亚历克斯·约翰逊 / 2022 / 低音 · 北京联合出版公司,"记录四百年间文学名家对阅读和书籍的看法。
关于如何选书、读书、藏书，甚至弃书，将宝贵空间和宝贵时间留给有价值的书。
……………………
◎ 编辑推荐
1.选书、读书、藏书、弃书指南。用宝贵空间收藏必要的书，用宝贵时间读有价值的书。
2.学习如何通过读书塑造人生。了解前辈读书人的读书经历和哲思，打造自己独有的精神世界和成长路径。
……………………
◎ 内容简介
这是一本关于书籍与读书的作品集，涉及如何读书、如何选书、如何藏书、如何弃书等多方面。其中收录了17世纪到20世纪的11篇散文、诗歌、讲座和评论，11位富有影响力的人物，在此分享他们对书籍、对阅读的思考与感悟。
在本书中，读者可以尽情吸收前人的思想精华，如奥威尔谈卖书、伍尔夫谈如何读书、艾柯谈书本的演进，等等，增进对书的认识；也可以学习一下如何处理不小心买到的烂书，或如何让心爱的藏书免受伤害……
一本好书，是珍贵的精神产品，充实头脑，抚慰身心；一座书架，既是一个人的小世界，也建立起小世界和大世界的联结。",https://img9.doubanio.com/view/subject/l/public/s34079776.jpg,2022-1,https://book.douban.com/subject/34933444/,7.2,4,,,2022-04-05 13:33:16
3302877477,真好,老树画画 / 2021 / 上海书画出版社,"★疫情中的治愈系“心灵野鸡汤”
★老树册页作品的第一次整理和集结式出版
★理想与现实的一次探讨
★老树首谈老树画画的创作与成形
★老树回忆高考。“我，去了南开大学。”
★新画风。老树的文人情怀
《活着》《真好》是老树画画时隔4年的全新力作，这两本书突破了老树之前出版的作品集的风格。与以往老树作品集中闲云野鹤的风格不同，本次作品集的内容从现实与理想出发，选择了“活着”与“真好”两个主题，以18套册页，230余件作品，17篇老树自述展现了一个我们从未了解过的老树。
老树以积极乐观的态度，清新的用色，犀利、风趣的语言，在嬉笑怒骂间，化解当代人生活中的许多尴尬和无奈，并直击生活的真谛——活着真好。",https://img9.doubanio.com/view/subject/l/public/s33918699.jpg,2021-5,https://book.douban.com/subject/35491476/,8.9,,,,2022-04-05 12:07:54
3302386965,素履之往,木心 / 2007 / 广西师范大学出版社,"总觉得诗意和哲理之类，是零碎的、断续的、明灭的。多有两万七千行的诗剧，峰峦重叠的逻辑著作，哥德、黑格尔写完了也不言累，予一念及此已累得茫无头绪。 蒙田勿事体系，尼采戟指架构体系是不诚实——此二说令人莞尔。虽然，诚实亦大难，盖玩世各有玩法，唯恭，恭甚，庶几为玩家。吾从恭，澹荡追琢以至今日，否则又何必要文学。
本书共三辑，主要内容：庖鱼及宾、朱绂方来、白马翰如、巫纷若吉、亨于西山、翩翩不富、十朋之龟、贲于丘园、丽泽兑乐、与尔靡之等。",https://img9.doubanio.com/view/subject/l/public/s1963176.jpg,2007-1,https://book.douban.com/subject/1949679/,8.7,4,,,2022-04-05 00:11:38
3285556267,一个叫欧维的男人决定去死,[瑞典] 弗雷德里克·巴克曼 / 2017 / 四川文艺出版社,"来认识一下欧维，这个59岁的老头，脾气古怪，带着坚不可 摧的 原则、每天恪守的常规以及随时发飙的脾性在社区晃来晃去，被背地里称为“地狱来的恶邻”。他每天一大早就四处巡视，搬动没停进格线的脚踏车，检查垃圾是否按规定分类，抱怨谁家的草坪还不修剪，诅咒那只掉了毛的流浪猫。没完没了 。
他想自杀。
直到一个十一月的早晨，当一对话痨夫妇和他们的两个话痨女儿搬到隔壁，不小心撞坏了他的邮筒……
“读这个故事，”《人物周刊》说，“你会笑，你会哭，会因此想搬到北欧去，因为那里的一切都更可爱一些。”这个发生在瑞典的故事，如生命庆典般绚丽斑斓，它让我们思考，自己是谁，以及我们要如何过这一生。
有的人称它是《一个人的朝圣》瑞典版，读者评价它“令人愉悦又心碎”“搞笑之余让你感动且哭得稀里哗啦”“读到一本好小说的感觉真好”！
这里有一个愤怒的恪守常规的普通邻家老头，一对话痨夫妇和话痨女儿、这里有一只掉了毛的乱蓬蓬的倒霉猫，这是一场人与人之间的迷人相遇。
（电影链接：https://movie.douban.com/subject/26628357/）",https://img9.doubanio.com/view/subject/l/public/s29475416.jpg,2017-7,https://book.douban.com/subject/27054340/,9.2,4,,,2022-03-30 09:13:17
3246817798,噪声,[以色列] 丹尼尔·卡尼曼 [法] 奥利维耶·西博尼 [美] 卡斯·R.桑斯坦 / 2021 / 浙江教育出版社,"诺贝尔经济学奖得主、行为经济学之父
丹尼尔·卡尼曼继《思考，快与慢》后
酝酿10年思考的全新力作
◎ 内容简介
想象一下，两名医生对相同的病人给出了不同的诊断；两名法官对犯了同罪的嫌疑人给出了不同的判决。再想象一下，同样的医生、法官或决策者做出了不同的决策，而这种决策仅仅取决于决策是在什么时间做出的。这些不同决策背后的罪魁祸首，就是“噪声”。
《噪声》是诺贝尔经济学奖得主、“行为经济学之父”丹尼尔·卡尼曼携手决策领域专家奥利维耶·西博尼和卡斯·桑斯坦共同推出的重磅新作，也是卡尼曼继畅销书《思考，快与慢》之后酝酿10年思考的全球瞩目里程碑式巨作，行为科学领域又一重大发现。几十年来，大家都认为，偏差是导致人类判断出错的关键。但是今天，卡尼曼系统性地指出：噪声，才是影响人类判断的黑洞。
《噪声》一书通过系统性研究，通过两个公式揭开了“判断出错”的本质，并且通过对三种噪声的系统性分析带你直击噪声。并且，从六大部分阐述了“噪声”：从寻获噪声到探究人类判断的本质，从预测噪声到阐释噪声的主要原因，从探讨如何改进判断和防止错误的的实际问题，一直延伸到什么才是合适的噪声水平。”“噪声”是随机的，但却是致命的。卡尼曼在书中提出了6大原则，帮你重塑决策框架，做聪明的决策者。同时，卡尼曼更是精妙地附上了“审查噪声”的使用指南，以及写给决策者的“观察者清单”。
如果说《思考，快与慢》击退的是人类判断过程中面对的敌人“偏差”，那么《噪声》要绝杀的就是其中的另一大隐形敌人——噪声。阅读本书可以助你重塑自己的决策框架，远离噪声，做聪明的决策者。
◎ 编辑推荐
☆ 诺贝尔经济学奖得主、行为经济学之父丹尼尔·卡尼曼，继《思考，快与慢》后酝酿10年思考的全球瞩目里程碑式巨作，行为科学领域又一重大发现。
☆ 哪里有判断，哪里就有噪声。《噪声》是关于人类判断的又一颠覆性著作，两个公式揭开了“判断出错”的本质，并且通过对三种噪声的系统性分析带你直击噪声。
☆ 远离噪声，提升决策，将影响你未来10年的思考与决策。
☆ 《噪声》一经出版便风靡全球31个国家与地区，吸引了无数商业人士的目光，被投资人、心理学家、众多媒体人争相盛赞。他们真诚地希望：让更多人了解噪声，受益于噪声。
◎ 各方赞誉
从“偏差”到“噪声”，作为心理学家的卡尼曼挑战的是经济学 的“理性人”假设，并因开启了行为经济学的大门而获得诺贝尔经济学奖。他一直关注分析人类在决策分析中是如何犯错的，在这本书中，他深入分析了噪声的影响，但也乐观地预期，可以通过发掘埋没 在大数据中的信息来减少决策中的噪声，这可以说是大数据渗透到行为经济学领域的新趋势。——巴曙松，北京大学汇丰金融研究院执行院长、中国银行业协会首席经济学家
继《思考，快与慢》之后，湛庐又推出了卡尼曼(与西博尼和桑 斯坦合著)的新作《噪声》。本书开篇就对噪声(noise)与偏差(bias) 做了区分。简单来说，噪声是无规律的错误，偏见是系统性的错误。 这个区别你一旦听到，立刻就能知道它十分重要。《噪声》通过司法 判决、医学诊断等多个领域的实际案例，探讨了噪声的成因以及减少噪声的策略。值得一提的是，三位作者还讨论了克服噪声的努力也会带来负面后果。又一本读着不累却时时受益的好书。——陈嘉映，首都师范大学哲学系教授
阅读卡尼曼等人的新作让我兴致盎然、心潮澎湃。可以肯定地说，通过理解并实践卡尼曼等人的思想与建议，我们能知道如何减少可能会困扰组织和个人的系统噪声，知道“决策信息的简约化”居然 也如此意义重大! 并且，更为重要的是，我们能够学习在噪声中运用科学知识，深刻的洞见和坚实的原则，做出更为人道、更为公平的决策，减少时间、资金和人才的浪费，拯救生命，传递友善，分享意义。而这些，都是一个真实而积极的生命所追求的境界。——彭凯平，清华大学社会科学学院院长
人类判断的错误源于偏差和噪声。当人们表现出不同的偏差时，噪声就产生了。卡尼曼因在心理偏差研究方面做出的突破性贡献而获 得诺贝尔奖，如今又开始对噪声进行探索。本书对于噪声的分析充满不凡的洞见，并更新了我们对已有众多决策研究发现的认知。《噪声》 一书中关于减少噪声的方法，既能让人变得聪慧，又有助于那些自命 不凡的“专家”纠正无知。——张志学，北京大学光华管理学院教授
在判断与决策问题上，管理者和专业人士往往都非常自信。卡尼曼与合作者的这部新书《噪声》再次告诉我们:人类远远不如我们想象的那么理性，人类的判断也远远不如我们想象的那样准确。对于决策者来说，“认识你自己”是一个永恒的主题;警惕认知中的缺陷，比什么都重要。如果 2021 年只能推荐一本书，那我推荐《噪声》。——宫玉振，北京大学国家发展研究院管理学教授、BiMBA 商学院副院长兼 EMBA 学术主任
《噪声》提供了一个正确的认知体系，对于日益富足但仍然对未来颇有期待的大众和企业家而言，在后金融危机时代以及后疫情时代的大变局下，在全球政治经济形势高速变化的新环境面前，在决策过程所面临的噪声越来越多的现实之中，一个新的认知体系显得尤为重要和迫切。——朱 宁，上海交通大学上海高级金融学院金融学教授、副院长
现代经济理论的一个重要假设是人是理性的，可以完全有效地判断信息。但丹尼尔 · 卡尼曼和他的合作者指出这个假设在很多情况下和事实并不相符，因此众多的理论结果都需要重新审视。这是对社会科学的重大贡献。人的判断误差包括两个部分:偏差和噪声。卡尼曼对偏差的分析已经广为人知，本书对噪声的分析完成了对误差的系统阐述。任何希望获得更高程度理性的个人或机构，都应该仔细阅读卡尼曼的这本新书。 ——刘劲，长江商学院副院长
人生经历就是所有抉择的总和，我们无时无刻不在抉择，工作与生活在一次次的抉择中潜移默化地发展变化。没有人可以永远做出正确的抉择，总有噪声在影响判断力。噪声是不可消除的，但我们应该尽量将噪声的影响降低。《噪声》一书所提供的就是一套对于人生抉择大有裨益的减少噪声的方法论。 我要将《噪声》推荐给热爱生活的朋友。——毛大庆，博士、优客工场创始人
决策无处不在，而“噪声”与“信号”在其中穿插交错，互为影响。《噪声》一书道出长久以来为人们所忽视的主观判断缺陷——AI 虽然成了今天效率解决方案的新共识，但 AI 之后的“人”却依旧是无法回避的场景。我们需要充分将个体复杂性融入组织决策考量之中，去探索商业与人的更合理关系。我们都期待一个噪声更少的清朗世界。——吴声，场景实验室创始人
自然界存在尚未被感知的法则，无形中影响着人们的决策。《噪声》这本书将“人类大脑”与“测量工具”同类对比，指出噪声的存在。这一重大发现将为企业的正确决策提供新的方法论，也为企业家带来更深层的思考。对于长期与噪声共舞的企业而言，我们对本书中三位作者提出的新概念感到惊喜，并在阅读中被“噪声的形成”和“决策卫生”这一系列科学性的理论所折服。反观漫步者走过的 25 载，我们自上而下秉持着“敬畏、尊重、谦卑和良善”的管理理念，居然无形中用到了《噪声》提及的方法论，因而在很大限度上降低了噪声带来的内耗，赋能企业的持续发展。相信这本由 诺贝尔经济学奖得主创作的、直指“人类判断缺陷”的科学论著是普适的，必然也能启迪你的智慧，为“人与世界的交互”注入新的创造力。——张文东 ，漫步者董事长、总裁
知识精英往往在智力选拔中建立起优越感，斡旋于名利场中获得成就感，但他们是否因此而逼近理性呢?我们先贤提出的“君子时中”，可能是对信息决策中的偏差和噪声的一种敬畏吧。——归江，信璞投资合伙人
很多大型企业和大型机构都强调，各个员工、各个基层单位的判断和决策，要跟核心管理层制定的原则和准则保持高度一致，以为这样就可以做出好的判断和决策，但往往事与愿违。执行具体操作的人，做出的判断和决策品质不佳、误差多多，过程也杂乱无章。这就如同一支演奏水平低劣的交响乐团，面对乐团指挥，各个乐手演奏出 来的声音杂乱无章，很不一致，很不和谐。对这种很不一致的杂乱误 差，应如何定义，如何测量，如何系统性地减少?卡尼曼的新书《噪声》清晰系统地论述了这些问题。深入领会，学习应用，则基层与高层能更为一致。这样做会大大提高企业乃至整个社会的公平性和效率。对于企业管理层和政府管理层，此书必读，此书必用。——刘建位，央视十集《学习巴菲特》节目主讲人、《巴菲特选股 10 招》等书作者
人们担忧“算法统治世界”，其实是担忧暗藏在庞杂算法背后的 “噪声污染”，但这种想法其实是倒因为果。这些噪声恰恰源于人的认知局限和判断缺陷。如何创造一个更少噪声的世界，是卡尼曼这本书关注的焦点。《噪声》是一本值得从头细读到尾的著作，对那些想提升认知水平、决策品质的组织与个体来说，“决策卫生”这个词一 定会击中你的心灵。——段永朝，财讯传媒集团首席战略官、苇草智酷创始合伙人
面对环境、信息等多重不确定条件，如何审慎分析判断并做出恰当决策?卡尼曼教授的新作《噪声》提供了全新的方法论，让我们在警惕主观偏差的同时，学会发现并剔除系统噪声。——何刚，《财经》杂志主编、《哈佛商业评论》中文版主编、《巴伦周刊》中文版联合创始人
人生是由大大小小的判断组成的。判断即人生。判断不仅会受偏差的影响，还会受噪声的影响。如果说偏差造成“决策的不全面性”，噪声则造成“决策的不一致性”。噪声和人的个性、偏好以及外部环境的变化都有关系，它往往随机出现，但影响巨大。《噪声》的启示是，我们会和噪声相伴，但也有方法重塑决策框架，让自己做出更好的决策。——秦朔，中国商业文明研究中心发起人、秦朔朋友圈发起人
《噪声》是一本很特别的书，作者从心理学的角度出发，通过各种生动的案例和实验，把“噪声”这一不同于“偏差”的概念完整清晰地呈现给我们。三位作者抽丝剥茧地分析了当我们在各个领域做出判断时，噪声可能带来的影响，以及如何减少其中的不利影响。希望自己做出正确决策的人都应该读一读这本书。——张延，FT中文网出版人
《噪声》的影响是震撼性的，因为它探究了人类判断的一种根本性且被严重低估的危险。《噪声》是一本必读书，它提供了减少决策错误的可行方法。——罗伯特·西奥迪尼，畅销书《影响力》作者
在《噪声》一书中，三位作者巧妙地将他们对人类判断缺陷的独特新颖见解，运用到人类在各个领域的判断问题。做出判断和决策的人范围甚广，从点球教练到央行行长、军事指挥官，乃至国家元首， 均在此列。《噪声》是心理学领域的一项了不起的成就，也是一座里程碑。——菲利普·E. 泰特洛克，畅销书《超预测》作者
杰作！卡尼曼、西博尼和桑斯坦将《噪声》引入生活，令人信服地解释了为什么我们应该像对待偏差一样对待人类判断中的随机变化，并为减少判断中的噪声(和偏差)提供了实用的解决方案。——安妮·杜克，畅销书《对赌》作者",https://img9.doubanio.com/view/subject/l/public/s33983499.jpg,2021-9-1,https://book.douban.com/subject/35541399/,7.3,4,,,2022-03-22 14:36:23
3246809704,刺客信条：秘密圣战,（英）奥利弗·波登 / 2014 / 新星出版社,"狂销75000000套！
全球销量最高动作冒险类游戏，唯一指定授权官方小说中文版第二册强势登陆！百万玩家必购收藏！
系列图书第一册全国持续热销中！
2015年，同名电影全球开映
能改变人类历史进程的伊甸碎片究竟是何物？
十字军东征为何处于失败的边缘？
狮心王理查德如何逃脱刺客大师的暗杀？
蒙古帝国究竟遭到了刺客组织怎样的狙击？
在十字军东征、蒙古帝国的铁蹄席卷欧亚大陆的年代，跟随刺客组织最伟大的大师——阿泰尔的脚步，与狮心王理查德等历史上赫赫有名的人物共同见证历史最真实的一面。
马可•波罗的父亲，尼科洛•波罗终于道出其保守一生的秘密——阿泰尔的过去，兄弟会最为传奇的一位刺客的人生历程。
阿泰尔接下了一项无比艰巨的任务——这不仅需要他走遍圣地每一个角落，还让他领悟到刺客信条的真正含义。想要重拾山河，阿泰尔必须击败九名圣殿骑士，其中甚至包括圣殿骑士领袖罗伯特•德•赛布尔。我们将在这里首次探视阿泰尔的传奇人生：一趟足以改变历史进程的旅行；一场刺客与圣殿骑士你来我往的较量；一段震撼而悲惨的家庭生活；一次来自旧识的无情背叛。",https://img9.doubanio.com/view/subject/l/public/s27666454.jpg,2014-11-10,https://book.douban.com/subject/25940818/,6.1,4,如果我还能看见明天黎明，如果我还能再爬起来，我仍会走我的路，哪怕这条路已经荒废许久，也许我们无法拥有感情，我们甚至无法像个正常人一样接受太阳的洗礼，但是我依然会执行我的条约，哪怕不会有人记得我，哪怕我们并不会记入编年史，我们的名字也许会成为辱骂的对象，我依然执行我的信条当其他人都盲目追寻真理的时候，记住，万事皆虚，当其他人的思想都被法律与道德所束缚的时候，记住，万事皆允。 我们躬耕于黑暗却服侍于，并非是我选择了这样的一生，而是一生选了我。—— 刺客信条,,2022-02-20 17:04:24
3093297858,生活蒙太奇,天然 / 2020 / 湖南文艺出版社,"《生活蒙太奇》是一部充满奇妙质感的绘本作品，每天都有无数年轻人转发或评论它的精彩画面或动图。#生活蒙太奇#在全球社交媒体上有超过1345万以上的话题阅读（包括但不限于新浪微博、Instagram等），关于静下来，看见平凡生活的美好，治愈自己，以及重新出发。
《生活蒙太奇》的作者天然是一位从三岁开始专心画画的年轻女孩。那些在普通人看来平淡无奇的日子：晒在午后三点的阳光下，雨天一个人读书，抬头遇见初雪……作者把这些单独静止的画面，通过独特想象力和洞察力的艺术加工，画成可以阅读的，充满故事感的连续绘画作品，仿佛一部生活电影的蒙太奇（通过对生活片段的拼接，产生独特意义）。读者静下心来读一读，会从画面故事里得到一种前所未见的生活平静之美和细节之美。",https://img9.doubanio.com/view/subject/l/public/s33662063.jpg,2020-7,https://book.douban.com/subject/35088492/,8.9,4,非常可爱的一本书，如果生活是由零零星星的碎片组成，那么，毫无疑问，这本书就是捕捉到了那些可爱的瞬间。,,2022-02-03 23:43:16
